8476460,Mark Scheifele,C,WPG
8476470,Nathan Beaulieu,D,WPG
8476945,Connor Hellebuyck,G,WPG
8476952,Dominic Toninato,C,WPG
8477220,Nate Schmidt,D,WPG
8477429,Andrew Copp,C,WPG
8477504,Josh Morrissey,D,WPG
8478040,Austin Poganski,R,WPG
8478398,Kyle Connor,L,WPG
8478424,Jansen Harkins,C,WPG
8478431,Evgeny Svechnikov,L,WPG
8479378,Logan Stanley,D,WPG
8479400,Pierre-Luc Dubois,L,WPG
8479574,Mikhail Berdin,G,WPG
8480005,Kristian Vesalainen,L,WPG
8480049,Dylan Samberg,D,WPG
8480145,Neal Pionk,D,WPG
8482149,Cole Perfetti,C,WPG
8474291,Jay Beagle,C,ARI
8475622,Carter Hutton,G,ARI
8476436,Dmitrij Jaskin,R,ARI
8479982,Conor Timmins,D,ARI
8480849,Barrett Hayton,C,ARI
8479341,Cam Dineen,D,ARI
8470626,Loui Eriksson,L,ARI
8471217,Andrew Ladd,L,ARI
8471873,Anton Stralman,D,ARI
8473548,Phil Kessel,R,ARI
8474062,Riley Nash,C,ARI
8474849,Antoine Roussel,L,ARI
8475728,Johan Larsson,L,ARI
8475809,Scott Wedgewood,G,ARI
8476288,Ryan Dzingel,C,ARI
8476329,Travis Boyd,C,ARI
8476851,Alex Galchenyuk,C,ARI
8476906,Shayne Gostisbehere,D,ARI
8477070,Liam O'Brien,C,ARI
8477951,Nick Schmaltz,C,ARI
8478062,Dysin Mayo,D,ARI
8478432,Christian Fischer,R,ARI
8478474,Lawson Crouse,L,ARI
8478476,Kyle Capobianco,D,ARI
8478872,Karel Vejmelka,G,ARI
8479343,Clayton Keller,R,ARI
8479345,Jakob Chychrun,D,ARI
8480950,Ilya Lyubushkin,D,ARI
8482655,Janis Moser,D,ARI
8474157,Max Pacioretty,L,VGK
8474166,Alec Martinez,D,VGK
8478403,Jack Eichel,C,VGK
8479980,Nicolas Hague,D,VGK
8475913,Mark Stone,R,VGK
8480313,Logan Thompson,G,VGK
8474149,Evgenii Dadonov,R,VGK
8474565,Alex Pietrangelo,D,VGK
8475188,Brayden McNabb,D,VGK
8475191,Reilly Smith,R,VGK
8475215,Robin Lehner,G,VGK
8476316,Laurent Brossoit,G,VGK
8476448,William Karlsson,C,VGK
8476539,Jonathan Marchessault,C,VGK
8476905,Chandler Stephenson,C,VGK
8477018,Ben Hutton,D,VGK
8477406,Mattias Janmark,C,VGK
8477447,Shea Theodore,D,VGK
8477478,William Carrier,L,VGK
8478020,Michael Amadio,C,VGK
8478434,Keegan Kolesar,R,VGK
8478462,Nicolas Roy,C,VGK
8479353,Brett Howden,C,VGK
8479639,Dylan Coghlan,D,VGK
8479974,Nolan Patrick,C,VGK
8480727,Zach Whitecloud,D,VGK
8475768,Jaden Schwartz,C,SEA
8479293,Brandon Tanev,L,SEA
8476904,Chris Driedger,G,SEA
8479986,Kole Lind,R,SEA
8470966,Mark Giordano,D,SEA
8474586,Jordan Eberle,R,SEA
8475149,Marcus Johansson,L,SEA
8475714,Calle Jarnkrok,C,SEA
8475772,Riley Sheahan,C,SEA
8475820,Joonas Donskoi,R,SEA
8475831,Philipp Grubauer,G,SEA
8476278,Colin Blackwell,C,SEA
8476457,Adam Larsson,D,SEA
8476467,Jamie Oleksiak,D,SEA
8476826,Yanni Gourde,C,SEA
8477369,Carson Soucy,D,SEA
8477505,Alex Wennberg,C,SEA
8477938,Haydn Fleury,D,SEA
8477955,Jared McCann,L,SEA
8477987,Ryan Donato,C,SEA
8478407,Vince Dunn,D,SEA
8478468,Jeremy Lauzon,D,SEA
8478840,Will Borgen,D,SEA
8478891,Mason Appleton,C,SEA
8478916,Joey Daccord,G,SEA
8479987,Morgan Geekie,C,SEA
8480901,Karson Kuhlman,C,SEA
